Date,close,high,low,open,volume,sma_10,sma_20,rsi,macd,macd_signal,bb_upper,bb_lower,log_return,target
2023-12-21,18396.466796875,18464.099505004873,18227.38023140071,18328.832170685284,20774344,18433.665234375,18340.6681640625,53.84619371692471,95.98133603845054,128.2686913730895,18961.03947974086,17720.29684838414,0.0,18802.271484375
2023-12-22,18295.015625,18497.917594020306,18295.015625,18396.467568540116,25307053,18389.703125,18362.64921875,43.47824995166098,83.79006422888779,119.37296594424916,18940.30656110147,17784.99187639853,-0.0055299717381140185,18768.453125
2023-12-25,18565.552734375,18667.002762649303,18362.650759766417,18362.650759766417,29631399,18386.321484375,18401.5388671875,52.77780897299119,94.864933339868,114.47135942337293,18917.686924851998,17885.390809523004,0.014679207582752552,18903.720703125
2023-12-26,18802.271484375,18869.906113321867,18531.73488664746,18531.73488664746,48995852,18376.1765625,18438.73759765625,52.77780897299119,121.34429024060955,115.84594558682026,18957.955336608713,17919.51985870379,0.012669826062239936,18903.720703125
2023-12-27,18768.453125,18937.537769893745,18768.453125,18836.087750181425,28825249,18403.230078125,18464.100390625,52.054796688147036,138.00962335810982,120.27868114107818,18996.19948532034,17932.001295929662,-0.001800251065696278,18903.720703125
2023-12-28,18903.720703125,19072.80726827734,18700.81874300203,18768.453369062965,45459506,18464.1005859375,18511.44423828125,53.3333127979713,160.28432507143953,128.27980992715044,19021.551098648568,18001.33737791393,0.007181330181316767,18565.552734375
2023-12-29,18903.720703125,19005.172642216407,18802.270682093433,18903.720703125,29718229,18541.8796875,18546.9521484375,56.33799608888195,175.9094124528674,137.80573043229384,19062.72618798437,18031.17810889063,0.0,18802.271484375
2024-01-01,18903.720703125,18903.720703125,18903.720703125,18903.720703125,0,18633.185546875,18562.1697265625,50.0,186.14662436192884,147.47390921822085,19101.860349682796,18022.479103442205,0.0,18768.453125
2024-01-02,18565.552734375,19038.991314481686,18565.552734375,19005.173999036924,32215814,18650.094140625,18568.933203125,51.666684314233216,165.0695407509411,150.9930355247649,19105.043138555975,18032.823267694028,-0.018050905177860448,18802.271484375
2024-01-03,18802.271484375,18802.271484375,18531.73488664746,18531.73488664746,26971480,18690.674609375,18575.6966796875,62.29509748876367,165.5585687964558,153.90614217910309,19120.36079252035,18031.032566854647,0.012669826062239936,18836.087890625
2024-01-04,18768.453125,19005.17239507517,18734.635812409288,18802.270437590712,55958192,18727.8732421875,18580.76923828125,66.66666666666666,161.35724222902354,155.3963621890872,19130.876214925698,18030.6622616368,-0.001800251065696278,18734.63671875
2024-01-05,18802.271484375,18869.906113321867,18633.186830067756,18768.454169901568,25168096,18778.598828125,18584.1509765625,72.22222222222223,158.9245364955168,156.10199705037311,19139.05131426743,18029.25063885757,0.0018002510656963304,18497.91796875
2024-01-08,18836.087890625,19106.624475308025,18836.087890625,18903.720598250886,45366142,18805.65234375,18595.9869140625,65.1162634516921,157.90506969296257,156.462611578891,19162.236283630882,18029.73754449412,0.0017969122943012146,18599.369140625
2024-01-09,18734.63671875,18903.72137182369,18599.36937990303,18869.90597565688,41561902,18798.8888671875,18587.53271484375,60.86954884055551,147.21388319161633,154.61286590143607,19139.300470958835,18035.764958728665,-0.0054005569233426766,18362.650390625
2024-01-10,18497.91796875,18768.454572277562,18430.283338353118,18734.63725707912,47396910,18771.8353515625,18587.53271484375,52.830190735338505,118.27639937213826,147.34557259557653,19139.300470958835,18035.764958728665,-0.01271585802404487,18328.83203125
2024-01-11,18599.369140625,18700.819163940112,18531.734513041672,18565.551826833336,22164634,18741.4001953125,18602.750390625,58.49057220601553,102.34967334551038,138.34639274556332,19137.06129346996,18068.439487780037,0.00546947945205883,18802.271484375
2024-01-12,18362.650390625,18565.552361154678,18295.01576109513,18497.917731624806,41565678,18687.2931640625,18614.58642578125,44.2307606870263,69.82154414122488,124.64142302469564,19113.75560114899,18115.41725041351,-0.012808931411496458,18700.818359375
2024-01-15,18328.83203125,18565.551303053337,18328.83203125,18396.46665692519,18145789,18629.804296875,18631.494921875,34.78258140092585,40.84309465335173,107.88175735042687,19059.516794991705,18203.473048758296,-0.001843390711917456,18700.818359375
2024-01-16,18802.271484375,18802.271484375,18295.015603393353,18328.832917866785,28701974,18653.476171875,18651.78515625,50.847490810488026,55.440982686744974,97.39360241769049,19071.28497894704,18232.28533355296,0.025502345324441286,18802.271484375
2024-01-17,18700.818359375,18903.720315335657,18700.818359375,18836.08760872197,33991610,18643.330859375,18667.002734375,44.82758964064081,58.15314159966874,89.54551025408614,19069.230943388233,18264.77452536177,-0.0054104007378721845,19140.44140625
2024-01-18,18700.818359375,18836.08760872197,18667.001047038255,18734.63567171174,18351828,18636.5673828125,18682.2203125,44.82758964064081,59.615338564497506,83.55947591616842,19063.85477164528,18300.58585335472,0.0,19174.2578125
2024-01-19,18802.271484375,18869.906113321867,18667.00222648127,18768.454169901568,21576574,18636.5673828125,18707.58310546875,47.54103482752875,68.17468418008139,80.48251756895102,19045.82390273317,18369.342308204334,0.005410400737872147,19106.625
2024-01-22,19140.44140625,19377.160697088602,18836.089402357495,18937.539430968336,95930590,18667.002734375,18736.3275390625,63.934359487093545,101.08032269878822,84.60207859491848,19118.592618879746,18354.06245924525,0.017825761562135056,19106.625
2024-01-23,19174.2578125,19275.709754359636,19106.62510265347,19241.892440406424,31476891,18710.96484375,18754.92685546875,59.999936994049094,128.40678616559308,93.36302010905341,19184.030434543613,18325.82327639389,0.0017651927704121619,19174.2578125
2024-01-24,19106.625,19275.709650797733,19106.625,19140.44039571164,23430778,18771.835546875,18771.83544921875,58.928593528904585,142.95787322744582,103.28199073273188,19228.92177102766,18314.74912740984,-0.0035335069570543334,18937.5390625
2024-01-25,19106.625,19106.625,19106.625,19106.625,0,18822.5611328125,18781.9806640625,58.18181245399243,152.7291480112035,113.17142218842622,19259.92348534151,18304.037842783488,0.0,18937.5390625
2024-01-26,19174.2578125,19275.709754359636,19106.62510265347,19208.075126453212,20868579,18903.721875,18795.50751953125,58.928551169911806,164.03941218068576,123.34502018687814,19302.394940781982,18288.620098280517,0.00353350695705426,18768.453125
2024-01-29,18937.5390625,19208.075663631706,18937.5390625,19174.25834873275,31326900,18964.592578125,18797.1984375,55.0,152.1477882430372,129.10557379810996,19305.828435720934,18288.568439279064,-0.012422494533099827,18836.087890625
2024-01-30,18937.5390625,19005.17369229791,18836.089035863075,18937.5390625,25452398,18978.1193359375,18815.79775390625,62.2641283263954,141.09711093299484,131.50388122508693,19315.895286396208,18315.70022141629,0.0,18836.087890625
2024-01-31,18768.453125,19005.17239507517,18768.453125,18903.720457303032,35511418,18984.8828125,18814.1068359375,54.54541635994955,117.34289169084514,128.6716833182386,19314.62544999998,18313.588221875016,-0.008968710865143503,18937.5390625
2024-02-01,18836.087890625,19005.172536779453,18734.635952096432,18768.453264939286,15443617,18998.409765625,18817.48857421875,63.9999399342511,102.79016114709884,123.49537888401065,19317.622214617128,18317.354933820374,0.0035971633599973466,18971.35546875
2024-02-02,18836.087890625,18836.087890625,18836.087890625,18836.087890625,0,19001.79140625,18819.17939453125,65.30611042158031,90.21705133479554,116.83971337416764,19319.325073099953,18319.033715962545,0.0,19038.990234375
2024-02-05,18937.5390625,19140.44103383379,18869.906350762034,18869.906350762034,23567702,18981.501171875,18824.251953125,55.263129896875874,87.43118070453056,110.95800684024023,19327.169874806437,18321.334031443563,0.0053715475051461055,19038.990234375
2024-02-06,18971.35546875,19106.624721866992,18937.538155470753,19038.990095308498,21286755,18961.2109375,18836.087890625,61.111155675701696,86.9497568551269,106.15635684321757,19341.262656945237,18330.913124304763,0.0017840887020246978,19038.990234375
